_header._stamp._sec,_header._stamp._nanosec,_header._stamp._check_fields,_header._frame_id,_header._check_fields,_child_frame_id,_pose._pose._position._x,_pose._pose._position._y,_pose._pose._position._z,_pose._pose._position._check_fields,_pose._pose._orientation._x,_pose._pose._orientation._y,_pose._pose._orientation._z,_pose._pose._orientation._w,_pose._pose._orientation._check_fields,_pose._pose._check_fields,_pose._covariance,_pose._check_fields,_twist._twist._linear._x,_twist._twist._linear._y,_twist._twist._linear._z,_twist._twist._linear._check_fields,_twist._twist._angular._x,_twist._twist._angular._y,_twist._twist._angular._z,_twist._twist._angular._check_fields,_twist._twist._check_fields,_twist._covariance,_twist._check_fields,_check_fields,timestamp
294,200000000,False,map,False,wamv/base_link,-527.1562259627079,169.52753666748185,-0.11344860280195415,False,-0.0026603348467417985,0.004603394717617759,0.4784391059207412,0.8781046368749791,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,0.018415379840262914,0.0011872707629433808,0.0009137414045755589,False,-0.0027080418887286033,-0.003474630316140146,0.0072518961228837785,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,False,1764966355841744948
294,300000000,False,map,False,wamv/base_link,-527.1542362584851,169.53139241814924,-0.11329296966933197,False,-0.002522450894036977,0.004292014520137952,0.47917091081997076,0.8777074991572111,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,0.05352498616270358,0.00544156129202351,0.0024335015669029137,False,0.0002769236776654099,-0.007769888077090756,0.020537754631853374,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,False,1764966356013630638
294,400000000,False,map,False,wamv/base_link,-527.1507605399605,169.53824406757914,-0.1130434920520886,False,-0.0022401824603871553,0.0040048280959301494,0.4804354741258491,0.8770180717271092,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,0.0859554255164788,0.008575726228366292,0.0034901360071051503,False,0.0024271322616769746,-0.007263591274415447,0.03224077031677344,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,False,1764966356191626090
294,500000000,False,map,False,wamv/base_link,-527.1458382003998,169.54781118131808,-0.11278455454332674,False,-0.0020544822687906554,0.003854691886159798,0.482170359336034,0.8760665870987375,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,0.11597853538323291,0.01012163979203284,0.00341176184505183,False,0.001059876637527273,-0.002940542434401559,0.04257463777254993,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,False,1764966356358636193
294,600000000,False,map,False,wamv/base_link,-527.1394992901598,169.55988516139925,-0.11266666471542286,False,-0.0021156837189223766,0.003867253613434622,0.48431926552034016,0.8748802302473917,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,0.14436162281739182,0.010840253367453017,0.0017782439730196467,False,-0.0019722432388828105,0.0023608776858394355,0.05174062021854599,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,False,1764966356527285598
294,700000000,False,map,False,wamv/base_link,-527.1318111114634,169.57437492782213,-0.11279877173595433,False,-0.0023450021766461115,0.004022967886247129,0.4868299610195895,0.8734843477406122,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,0.17185066371913438,0.011547570985043979,-0.0005081812950279973,False,-0.0028541523728600926,0.005759406220656362,0.05980258328363813,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,False,1764966356703754795
294,800000000,False,map,False,wamv/base_link,-527.1228579340734,169.59125613030236,-0.11312489987004463,False,-0.002543253692229342,0.004259840212811214,0.4896553538774875,0.8719019555208778,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,0.19876162915049414,0.012239901501999306,-0.0016055055816734797,False,-0.0007789535976583031,0.005853984572227504,0.06681612722732594,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,False,1764966356893074134
294,900000000,False,map,False,wamv/base_link,-527.1126915839311,169.61047924874356,-0.1134370492083256,False,-0.0025985163622205564,0.004465307442977064,0.4927550252662812,0.8701527416591766,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,0.2248917821016251,0.012358001511831713,-0.00038362302954175786,False,0.001237623469480977,0.0031674808834689485,0.07295778186673468,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,False,1764966357061898405
295,0,False,map,False,wamv/base_link,-527.1013271215317,169.63192257687842,-0.11353543348197515,False,-0.0025568836244291783,0.004523412795212629,0.4960938109868616,0.8682533799435205,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,0.2497360684422917,0.011481600329026833,0.002426683067155627,False,0.0005723963840148079,-0.0004959024047903052,0.07839583974466166,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,False,1764966357230918976
295,100000000,False,map,False,wamv/base_link,-527.0888018005196,169.65541745147132,-0.11338737066024551,False,-0.002516558401602333,0.004402373853690654,0.49963953101747327,0.8662185781215404,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,0.27280762023080424,0.009744968781685234,0.004841274426518866,False,-0.0016798655481040793,-0.0031782011194017917,0.08315874619544891,False,False,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",False,False,1764966357395280604
